1,4,Kecleon,3,Magby,3,Golem,3,Archen,3,Psyduck,2,Sunflora,2,Ninetales,2,Nuzleaf,2,Cacnea,2,Gyarados,2,Azumarill,2,Arcanine,2,Houndoom,2,Pinsir,2,Mankey,2,Charmander,2,Gible,2,Lileep,2,Drifblim,2,Kadabra,2,Dhelmise,2,Cherrim,2,Remoraid,2,Trumbeak,2,Rattata,2,Kingler,2,Rhyhorn,2,Wailmer,2,Carnivine,2,Deino,2,Gothorita,2,Crawdaunt,2,Palpitoad,2,Yamask,2,Fletchinder,2,Metapod,2,Kabutops,2,Gligar,2,Abra,2,Gourgeist,2,Klink,1,Sableye,1,Mareep,1,Crustle,1,Gastly,1,Froakie,1,Dugtrio,1,Tynamo,1,Spinda,1,Nidorino,1,Gallade,1,Rapidash,1,Nidoqueen,1,Ralts,1,Jolteon,1,Swadloon,1,Fletchling,1,Machamp,1,Sandile,1,Inkay,1,Meditite,1,Whimsicott,1,Weezing,1,Duskull,1,Trubbish,1,Kingdra,1,Happiny,1,Aerodactyl,1,Kommo-o,1,Durant,1,Anorith,1,Rufflet,1,Gorebyss,1,Dratini,1,Seviper,1,Magikarp,1,Eevee,1,Toxicroak,1,Vullaby,1,Sudowoodo,1,Drapion,1,Gliscor,1,Typhlosion,1,Relicanth,1,Dwebble,1,Oshawott,1,Golduck,1,Reuniclus,1,Mimikyu,1,Patrat,1,Pignite,1,Florges,1,Torracat,1,Oranguru,1,Oricorio,1,Ledyba,1,Silcoon,1,Rowlet,1,Probopass,1,Oddish,1,Riolu,1,Pidgeot,1,Sawsbuck,1,Hitmontop,1,Hakamo-o,1,Vespiquen,1,Shiftry,1,Beartic,1,Flareon,1,Illumise,1,Donphan,1,Lairon,1,Lopunny,1,Litwick,1,Goomy,1,Krookodile,1,Garbodor,1,Geodude,1,Swoobat,1,Heatmor,1,Dustox,1,Nidoran-F,1,Finneon,1,Lanturn,1,Tauros,1,Grimer,1,Cottonee,1,Aron,1,Helioptile,1,Scolipede,1,Omanyte,1,Walrein,1,Foongus,1,Piplup,1,Nidoran-M,1,Dewgong,1,Phione,1,Klinklang,1,Karrablast,1,Seaking,1,Chikorita,1,Nincada,1,Bronzong,1,Morelull,1,Squirtle,1,Huntail,1,Cutiefly,1,Jumpluff,1,Espeon,1,Decidueye,1,Accelgor,1,Chingling,1,Swirlix,1,Solosis,1,Sigilyph,1,Wartortle,1,Chimecho,1,Floette,1,Grumpig,1,Pachirisu,1,Tangela,1,Zebstrika,1,Shellos,1,Simipour,1,Woobat,1,Solrock,1,Slaking,1,Dragonair,1,Krabby,1,Tyranitar,1,Darumaka,1,Grubbin,1,Cleffa,1,Burmy,1,Gabite,1,Electrode,1,Quagsire,1,Absol,1,Kakuna,1,Shiinotic,1,Stantler,1,Nidoking,1,Breloom,1,Litten,1,Cloyster,1,Combee,1,Seel,1,Bisharp,1,Plusle,1,Alakazam,1,Liepard,1,Haxorus,1,Pelipper,1,Pangoro,1,Bruxish,1,Basculin,1,Corsola,1,Beautifly,1,Malamar,1,Cryogonal,1,Pyroar,1,Ludicolo,1,Pichu,1,Swalot,1,Roggenrola,1,Girafarig,1,Sandygast,1,Raichu,1,Whismur,1,Poochyena,1,Steelix,1,Fraxure,1,Murkrow,1,Diggersby,1,Pikipek,1,Grotle,1,Golbat,1,Beedrill,1,Drowzee,1,Starly,1,Lurantis,1,Leavanny,1,Swanna,1,Buizel,1,Jynx,1,Yanmega,1,Noivern,1,Gloom,1,Braviary,1,Unown,1,Cherubi,1,Luvdisc,1,Purugly,1,Klang,1,Togekiss,1,Bulbasaur,1,Swampert,1,Bayleef,1,Lampent,1,Aurorus,1,Swinub,1,Gumshoos,1,Growlithe,1,Audino,1,Cinccino,1,Pansear,1,Electabuzz,1,Gastrodon,1,Cascoon,1,Emolga,1,Wingull,1,Blitzle,1,Salandit
2,18,Houndoom,17,Pinsir,15,Sudowoodo,14,Azumarill,14,Slaking,12,Noivern,12,Fletchinder,9,Drapion,8,Gyarados,8,Simipour,8,Lopunny,8,Krookodile,7,Woobat,7,Kabutops,7,Gothorita,7,Salamence,5,Dhelmise,5,Pachirisu,5,Litwick,4,Yanmega,4,Venonat,4,Crawdaunt,4,Gloom,4,Gligar,4,Golduck,4,Goomy,3,Lurantis,3,Arcanine,3,Solrock,3,Relicanth,3,Huntail,3,Electabuzz,3,Reuniclus,2,Swanna,2,Nidoqueen,2,Jolteon,2,Roggenrola,2,Cacnea,2,Girafarig,2,Raichu,2,Braviary,2,Cinccino,2,Sunflora,2,Buizel,2,Jynx,2,Absol,2,Floette,2,Cutiefly,2,Swadloon,2,Grumpig,2,Typhlosion,2,Mimikyu,1,Cryogonal,1,Ludicolo,1,Pidgeot,1,Happiny,1,Pichu,1,Gallade,1,Seviper,1,Toxicroak,1,Chikorita,1,Rapidash,1,Audino,1,Magby,1,Archen,1,Jumpluff,1,Espeon,1,Palpitoad,1,Golem,1,Mankey,1,Patrat,1,Fraxure,1,Murkrow,1,Helioptile,1,Pansear,1,Kingler,1,Eevee,1,Sandygast,1,Bewear
