epoch,aptitude,team_name,pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
1,313,Equipo 8,0,Gyarados,Houndoom,Pinsir,Sudowoodo,Drapion,Azumarill
2,356,Equipo 21,0,Simipour,Gothorita,Salamence,Slaking,Fletchinder,Venonat
